Subject,URL,year,month
"Release:  UPDATE: Missing Male Located, Deceased",https://reginapolice.ca/2018/10/update-missing-male-located-deceased/,2018,10
Release:  Update: Request Assistance: Robbery,https://reginapolice.ca/2018/10/update-request-assistance-robbery/,2018,10
Release:  Vehicle/Pedestrian Collision Investigation,https://reginapolice.ca/2018/10/vehicle-pedestrian-collision-investigation/,2018,10
Release:  Don’t Leave Vehicles Running and Unattended,https://reginapolice.ca/2018/11/dont-leave-vehicles-running-and-unattended/,2018,11
Release:  Fall Crime Prevention Pointers,https://reginapolice.ca/2018/11/fall-crime-prevention-pointers/,2018,11
Release:  Firearms Seized,https://reginapolice.ca/2018/11/firearms-seized/,2018,11
Release:  Firearms/Drugs Charges,https://reginapolice.ca/2018/11/firearms-drugs-charges-2/,2018,11
Release:  Fraud Investigation,https://reginapolice.ca/2018/11/fraud-investigation/,2018,11
Release:  Looking for Language Interpreters,https://reginapolice.ca/2018/11/looking-for-language-interpreters/,2018,11
Release:  Machiskinic Death Investigation Review,https://reginapolice.ca/2018/11/machiskinic-death-investigation-review/,2018,11
Release:  Male Charged in Business Break and Enter,https://reginapolice.ca/2018/11/male-charged-in-business-break-and-enter/,2018,11
Release:  Male Charged in Stolen Truck Incident,https://reginapolice.ca/2018/11/male-charged-in-stolen-truck-incident/,2018,11
Release:  Male Charged with Stolen Property,https://reginapolice.ca/2018/11/male-charged-with-stolen-property/,2018,11
Release:  Male Facing Numerous Charges Related to Break and Enter,https://reginapolice.ca/2018/11/male-facing-numerous-charges-related-to-break-and-enter/,2018,11
Release:  Male Youth Charged with Uttering Threats,https://reginapolice.ca/2018/11/male-youth-charged-with-uttering-threats-2/,2018,11
Release:  Police Conduct Weapons Investigation,https://reginapolice.ca/2018/11/police-conduct-weapons-investigation-4/,2018,11
Release:  Project Riverbank “Inter-Provincial Illicit Drug Network Dismantled”,https://reginapolice.ca/2018/11/project-riverbank-inter-provincial-illicit-drug-network-dismantled/,2018,11
"Release:  Public Advisory: Fentanyl, Carfentanil and Fentanyl Analogs Confirmed in Drugs Seized",https://reginapolice.ca/2018/11/public-advisory-fentanyl-carfentanil-and-fentanyl-analogs-confirmed-in-drugs-seized/,2018,11
Release:  Regina Male Charged With Arson,https://reginapolice.ca/2018/11/regina-male-charged-with-arson/,2018,11
Release:  Regina Male Charged with Sexual Assaults,https://reginapolice.ca/2018/11/regina-male-charged-with-sexual-assaults/,2018,11
Release:  Request Assistance – Weapons Offence,https://reginapolice.ca/2018/11/request-assistance-weapons-offence-3/,2018,11
Release:  Request Assistance: Firearm Discharged at House,https://reginapolice.ca/2018/11/request-assistance-firearm-discharged-at-house/,2018,11
Release:  Request Assistance: Firearms Offence,https://reginapolice.ca/2018/11/request-assistance-firearms-offence-6/,2018,11
Release:  Request Assistance: Robbery,https://reginapolice.ca/2018/11/request-assistance-robbery-16/,2018,11
Release:  Request Assistance: Robbery Investigation,https://reginapolice.ca/2018/11/request-assistance-robbery-investigation-23/,2018,11
Release:  Riderville Hosting Western Semi-Final,https://reginapolice.ca/2018/11/riderville-hosting-western-semi-final/,2018,11
Release:  Robbery Investigation,https://reginapolice.ca/2018/11/robbery-investigation-23/,2018,11
"Release:  Robbery, Mischief",https://reginapolice.ca/2018/11/robbery-mischief/,2018,11
Release:  Santa Claus Parade Traffic Advisory,https://reginapolice.ca/2018/11/santa-claus-parade-traffic-advisory/,2018,11
Release:  Stolen Vehicle and Property Arrest; Fentanyl Seized,https://reginapolice.ca/2018/11/stolen-vehicle-and-property-arrest-fentanyl-seized/,2018,11
Release:  Threat to School Not Credible – Male in Custody,https://reginapolice.ca/2018/11/threat-to-school-not-credible-male-in-custody/,2018,11
Release:  Three Charged in Possession of Stolen Auto,https://reginapolice.ca/2018/11/three-charged-in-possession-of-stolen-auto-2/,2018,11
Release:  Three in Hospital After Single Vehicle Collision,https://reginapolice.ca/2018/11/three-in-hospital-after-single-vehicle-collision/,2018,11
Release:  Two Adults Charged: Numerous Offences,https://reginapolice.ca/2018/11/two-adults-charged-numerous-offences/,2018,11
Release:  Two Male Youths Charged in Recent Business B&Es,https://reginapolice.ca/2018/11/two-male-youths-charged-in-recent-business-bes/,2018,11
Release:  Two Males Facing Drug Trafficking Charges,https://reginapolice.ca/2018/11/two-males-facing-drug-trafficking-charges/,2018,11
Release:  UPDATE – Firearms Offence: Now Attempt Murder Charge,https://reginapolice.ca/2018/11/update-firearms-offence-now-attempt-murder-charge/,2018,11
"Release:  UPDATE: Mischief Over $5,000 – University of Regina",https://reginapolice.ca/2018/11/update-mischief-over-5000-university-of-regina/,2018,11
Release:  Update: Single Vehicle Collision Fatality,https://reginapolice.ca/2018/11/update-single-vehicle-collision-fatality/,2018,11
Release:  Warrant Executed; Drug and Possession Charges,https://reginapolice.ca/2018/11/warrant-executed-drug-and-possession-charges/,2018,11
Release:  Warrant Executed; Drug Charges,https://reginapolice.ca/2018/11/warrant-executed-drug-charges/,2018,11
Release:  Warrant Executed; Male Charged,https://reginapolice.ca/2018/11/warrant-executed-male-charged/,2018,11
Release:  Advisory: CEW Discharge,https://reginapolice.ca/2018/12/advisory-cew-discharge-23/,2018,12
Release:  Alarm Calls – Introduction of Enhanced Call Verification,https://reginapolice.ca/2018/12/alarm-calls-introduction-of-enhanced-call-verification/,2018,12
Release:  Arrest in Breach of Recognizance under section 810.1,https://reginapolice.ca/2018/12/arrest-in-breach-of-recognizance-under-section-810-1/,2018,12
Release:  Assault with a Weapon,https://reginapolice.ca/2018/12/assault-with-a-weapon-16/,2018,12
Release:  Assault with a Weapon,https://reginapolice.ca/2018/12/assault-with-a-weapon-17/,2018,12
Release:  Attempt Murder,https://reginapolice.ca/2018/12/attempt-murder-3/,2018,12
Release:  Attempt Murder Charge; Police Discharge Firearm,https://reginapolice.ca/2018/12/attempt-murder-charge-police-discharge-firearm/,2018,12
Release:  Charges in Weapons Call in 1800 Block of Winnipeg Street,https://reginapolice.ca/2018/12/charges-in-weapons-call-in-1800-block-of-winnipeg-street/,2018,12
Release:  Chief’s Holiday Message 2018,https://reginapolice.ca/2018/12/chiefs-holiday-message-2018/,2018,12
Release:  Death Investigation – Police and Coroner,https://reginapolice.ca/2018/12/death-investigation-police-and-coroner-5/,2018,12
Release:  Death Investigation – Police and Coroner,https://reginapolice.ca/2018/12/death-investigation-police-and-coroner-6/,2018,12
"Release:  Don’t Gift-Wrap Your Vehicle, Unless You Meant To…",https://reginapolice.ca/2018/12/dont-gift-wrap-your-vehicle-unless-you-meant-to/,2018,12
Release:  Firearms Charges,https://reginapolice.ca/2018/12/firearms-charges/,2018,12
"Release:  Firearms Stolen, Two Charged",https://reginapolice.ca/2018/12/firearms-stolen-two-charged/,2018,12
"Release:  Firearms, Drugs Seized After Search Warrant Executed",https://reginapolice.ca/2018/12/firearms-drugs-seized-after-search-warrant-executed/,2018,12
Release:  Four Arrested in Stolen Auto,https://reginapolice.ca/2018/12/four-arrested-in-stolen-auto/,2018,12
Release:  High Risk Warrant involving Emergency Services Teams,https://reginapolice.ca/2018/12/high-risk-warrant-involving-emergency-services-teams-4/,2018,12
Release:  House Fire: Dog Shot as Officers Assisted Injured Male,https://reginapolice.ca/2018/12/house-fire-dog-shot-as-officers-assisted-injured-male/,2018,12
Release:  Male Arrested on Numerous Charges after Collision with Police Vehicle,https://reginapolice.ca/2018/12/male-arrested-on-numerous-charges-after-collision-with-police-vehicle/,2018,12
Release:  Male Charged in Identify Fraud,https://reginapolice.ca/2018/12/male-charged-in-identify-fraud/,2018,12
Release:  Male Charged With Arson,https://reginapolice.ca/2018/12/male-charged-with-arson/,2018,12
Release:  Male Charged With Arson – Dec. 3rd Cameron Street Fire,https://reginapolice.ca/2018/12/male-charged-with-arson-dec-3rd-cameron-street-fire/,2018,12
Release:  Male Charged With Attempted Murder,https://reginapolice.ca/2018/12/male-charged-with-attempted-murder-4/,2018,12
Release:  Male Faces Impaired Charge After Collision With Brick Wall,https://reginapolice.ca/2018/12/male-faces-impaired-charge-after-collision-with-brick-wall/,2018,12
Release:  Male Faces Numerous Charges Relating to a Stolen Auto,https://reginapolice.ca/2018/12/male-faces-numerous-charges-relating-to-a-stolen-auto/,2018,12
"Release:  Male Facing Charges: B&E, Possession of Stolen Property",https://reginapolice.ca/2018/12/male-facing-charges-be-possession-of-stolen-property/,2018,12
Release:  Police Emergency Teams Training Scenario,https://reginapolice.ca/2018/12/police-emergency-teams-training-scenario-2/,2018,12
Release:  Police Investigate Hit & Run – Joint Investigation with RCMP,https://reginapolice.ca/2018/12/police-investigate-hit-run-joint-investigation-with-rcmp/,2018,12
Release:  Police Investigating an Assault with a Weapon Incident,https://reginapolice.ca/2018/12/police-investigating-an-assault-with-a-weapon-incident-2/,2018,12
Release:  Police Investigating Firearm Incident,https://reginapolice.ca/2018/12/police-investigating-firearm-incident/,2018,12
Release:  Police Investigation,https://reginapolice.ca/2018/12/police-investigation-2/,2018,12
Release:  Prevent Theft From Vehicles: Remove Valuables,https://reginapolice.ca/2018/12/prevent-theft-from-vehicles-remove-valuables/,2018,12
Release:  Prevent Vehicle Theft: Remove Keys from Vehicles,https://reginapolice.ca/2018/12/prevent-vehicle-theft-remove-keys-from-vehicles/,2018,12
Release:  Public Advisory: Fentanyl-Related Deaths,https://reginapolice.ca/2018/12/public-advisory-fentanyl-related-deaths/,2018,12
Release:  Request Assistance: Delivery Robbery,https://reginapolice.ca/2018/12/request-assistance-delivery-robbery/,2018,12
Release:  Request Assistance: Robbery,https://reginapolice.ca/2018/12/request-assistance-robbery-17/,2018,12
Release:  Request Assistance: Robbery,https://reginapolice.ca/2018/12/request-assistance-robbery-18/,2018,12
Release:  Request Information – Possible Shots Fired,https://reginapolice.ca/2018/12/request-information-possible-shots-fired/,2018,12
Release:  Robbery Charges,https://reginapolice.ca/2018/12/robbery-charges/,2018,12
Release:  RPS Drug Unit Enforcement,https://reginapolice.ca/2018/12/rps-drug-unit-enforcement/,2018,12
Release:  Stolen Auto,https://reginapolice.ca/2018/12/stolen-auto-10/,2018,12
Release:  Stolen Auto,https://reginapolice.ca/2018/12/stolen-auto-9/,2018,12
Release:  Stolen Auto Charges,https://reginapolice.ca/2018/12/stolen-auto-charges-3/,2018,12
Release:  Stolen Auto; Two Charged,https://reginapolice.ca/2018/12/stolen-auto-two-charged/,2018,12
Release:  Theft of Auto – Mail Van,https://reginapolice.ca/2018/12/theft-of-auto-mail-van/,2018,12
Release:  Three Adults Charged: Theft and Possession,https://reginapolice.ca/2018/12/three-adults-charged-theft-and-possession/,2018,12
Release:  Two Charged in Weapons Incident,https://reginapolice.ca/2018/12/two-charged-in-weapons-incident/,2018,12
Release:  Two Males Facing Numerous Charges,https://reginapolice.ca/2018/12/two-males-facing-numerous-charges/,2018,12
Release:  Two Males Facing Weapons and Mischief Charges,https://reginapolice.ca/2018/12/two-males-facing-weapons-and-mischief-charges/,2018,12
Release:  UPDATE: Death Investigation – 1000 Block College Avenue,https://reginapolice.ca/2018/12/update-death-investigation-1000-block-college-avenue/,2018,12
Release:  UPDATE: Death Investigation – Promise (Max) CHUKWUDUM,https://reginapolice.ca/2018/12/update-death-investigation-promise-max-chukwudum/,2018,12
Release:  UPDATE: RPS Drug Unit Enforcement,https://reginapolice.ca/2018/12/update-rps-drug-unit-enforcement/,2018,12
Release:  UPDATE: Weapons Call in 1800 Block of Winnipeg Street,https://reginapolice.ca/2018/12/update-weapons-call-in-1800-block-of-winnipeg-street/,2018,12
Release:  Weapons Charges,https://reginapolice.ca/2018/12/weapons-charges-2/,2018,12
Release:  Break and Enter,https://reginapolice.ca/2019/01/break-and-enter-6/,2019,1
Release:  Dangerous Drive – Request Assistance,https://reginapolice.ca/2019/01/dangerous-drive-request-assistance/,2019,1
Release:  Did you leave your vehicle running?,https://reginapolice.ca/2019/01/did-you-leave-your-vehicle-running/,2019,1
Release:  Drug Enforcement,https://reginapolice.ca/2019/01/drug-enforcement/,2019,1
Release:  Female Faces Weapon Trafficking Charges,https://reginapolice.ca/2019/01/female-faces-weapon-trafficking-charges/,2019,1
"Release:  High spike in arrests, charges, and property/drugs recovered in 2018",https://reginapolice.ca/2019/01/high-spike-in-arrests-charges-and-property-drugs-recovered-in-2018/,2019,1
"Release:  Male Arrested, Stolen Auto –Spike Belt and CEW Deployments",https://reginapolice.ca/2019/01/male-arrested-stolen-auto-spike-belt-and-cew-deployments/,2019,1
"Release:  Male Charged – Stolen Auto, Evade, Drugs, Firearms",https://reginapolice.ca/2019/01/male-charged-stolen-auto-evade-drugs-firearms/,2019,1
"Release:  Male Charged With Attempt Murder in Oct., 2018 Case",https://reginapolice.ca/2019/01/male-charged-with-attempt-murder-in-oct-2018-case/,2019,1
Release:  May We Remind You…,https://reginapolice.ca/2019/01/may-we-remind-you/,2019,1
Release:  Police Investigate Firearms Offence,https://reginapolice.ca/2019/01/police-investigate-firearms-offence-4/,2019,1
Release:  Police Investigate Robbery,https://reginapolice.ca/2019/01/police-investigate-robbery-13/,2019,1
Release:  Police Investigate Threats,https://reginapolice.ca/2019/01/police-investigate-threats/,2019,1
Release:  Possession of Stolen Auto,https://reginapolice.ca/2019/01/possession-of-stolen-auto/,2019,1
Release:  Request Assistance: Assaults with Weapons,https://reginapolice.ca/2019/01/request-assistance-assaults-with-weapons/,2019,1
Release:  Request Assistance: Break & Enters with Vandalism,https://reginapolice.ca/2019/01/request-assistance-break-enters-with-vandalism/,2019,1
Release:  Request Assistance: Break and Enter and Auto Theft,https://reginapolice.ca/2019/01/request-assistance-break-and-enter-and-auto-theft/,2019,1
Release:  Request Information – Hit & Run,https://reginapolice.ca/2019/01/request-information-hit-run-2/,2019,1
Release:  Robbery Investigation,https://reginapolice.ca/2019/01/robbery-investigation-24/,2019,1
"Release:  Second Person Charged in October, 2018 Homicide",https://reginapolice.ca/2019/01/second-person-charged-in-october-2018-homicide/,2019,1
Release:  SGU Investigation and Enforcement – Four Charged,https://reginapolice.ca/2019/01/sgu-investigation-and-enforcement-four-charged/,2019,1
Release:  Special Teams Call-Out: Firearms and Drug Charges,https://reginapolice.ca/2019/01/special-teams-call-out-firearms-and-drug-charges/,2019,1
Release:  Stolen Auto,https://reginapolice.ca/2019/01/stolen-auto-11/,2019,1
Release:  Stolen Auto Charges,https://reginapolice.ca/2019/01/stolen-auto-charges-4/,2019,1
Release:  Suspicious Vehicle – Four Facing Drug/Weapons Charges,https://reginapolice.ca/2019/01/suspicious-vehicle-four-facing-drug-weapons-charges/,2019,1
Release:  SWAT/Crisis Negotiations/Canine Call,https://reginapolice.ca/2019/01/swat-crisis-negotiations-canine-call-2/,2019,1
Release:  SWAT/Crisis Negotiations/Canine Call: Charges Laid,https://reginapolice.ca/2019/01/swat-crisis-negotiations-canine-call-charges-laid/,2019,1
Release:  Swearing-In Ceremony for New Recruits,https://reginapolice.ca/2019/01/swearing-in-ceremony-for-new-recruits-9/,2019,1
Release:  Theft/Possession of Stolen Vehicle,https://reginapolice.ca/2019/01/theft-possession-of-stolen-vehicle/,2019,1
"Release:  Third Person Charged in October, 2018 Homicide",https://reginapolice.ca/2019/01/third-person-charged-in-october-2018-homicide/,2019,1
Release:  Two Males Facing Charges,https://reginapolice.ca/2019/01/two-males-facing-charges/,2019,1
Release:  UPDATE: Police Investigate Threats,https://reginapolice.ca/2019/01/update-police-investigate-threats/,2019,1
Release:  Youth Charged in 2017 Homicide Case,https://reginapolice.ca/2019/01/youth-charged-in-2017-homicide-case/,2019,1
Release:  Youths & Adult Charged: SWAT/Crisis Negotiations/Canine Call,https://reginapolice.ca/2019/01/youths-adult-charged-swat-crisis-negotiations-canine-call/,2019,1
Release:  Advisory: CEW Discharge,https://reginapolice.ca/2019/02/advisory-cew-discharge-24/,2019,2
"Release:  Break, Enter and Commit Robbery",https://reginapolice.ca/2019/02/break-enter-and-commit-robbery/,2019,2
Release:  Female Arrested on Warrants Plus New Theft Charge,https://reginapolice.ca/2019/02/female-arrested-on-warrants-plus-new-theft-charge/,2019,2
Release:  Firearms Charges,https://reginapolice.ca/2019/02/firearms-charges-2/,2019,2
Release:  Garage and Backyard Thefts,https://reginapolice.ca/2019/02/garage-and-backyard-thefts/,2019,2
Release:  Garage Break and Enters,https://reginapolice.ca/2019/02/garage-break-and-enters-3/,2019,2
Release:  Male Arrested in Drug Investigation,https://reginapolice.ca/2019/02/male-arrested-in-drug-investigation/,2019,2
Release:  Male Charged In Homicide Investigation,https://reginapolice.ca/2019/02/male-charged-in-homicide-investigation-2/,2019,2
Release:  Male Charged with Pointing Firearm,https://reginapolice.ca/2019/02/male-charged-with-pointing-firearm/,2019,2
"Release:  Male Charged: Possession of Stolen Property, and Fraud",https://reginapolice.ca/2019/02/male-charged-possession-of-stolen-property-and-fraud/,2019,2
"Release:  Male Facing Stolen Vehicle, Stolen Property charges",https://reginapolice.ca/2019/02/male-facing-stolen-vehicle-stolen-property-charges/,2019,2
Release:  One Charged in Stolen Auto Incident,https://reginapolice.ca/2019/02/one-charged-in-stolen-auto-incident/,2019,2
Release:  Police and Coroner Commence Death Investigation,https://reginapolice.ca/2019/02/police-and-coroner-commence-death-investigation-12/,2019,2
Release:  Regina Police Service Awards,https://reginapolice.ca/2019/02/regina-police-service-awards/,2019,2
Release:  Request Assistance: Robbery,https://reginapolice.ca/2019/02/request-assistance-robbery-19/,2019,2
Release:  Stolen Auto Arrest,https://reginapolice.ca/2019/02/stolen-auto-arrest/,2019,2
Release:  Stolen Auto Charges,https://reginapolice.ca/2019/02/stolen-auto-charges-5/,2019,2
Release:  Three Facing Firearms Charges in Traffic Stop,https://reginapolice.ca/2019/02/three-facing-firearms-charges-in-traffic-stop/,2019,2
Release:  Three Youths Charged with Assault,https://reginapolice.ca/2019/02/three-youths-charged-with-assault/,2019,2
Release:  Two Suspects Face Evade Charges,https://reginapolice.ca/2019/02/two-suspects-face-evade-charges/,2019,2
Release:  Two Youths Charged in Taxi Cab Robbery,https://reginapolice.ca/2019/02/two-youths-charged-in-taxi-cab-robbery/,2019,2
Release:  UPDATE: Death Investigation Now Homicide Investigation,https://reginapolice.ca/2019/02/update-death-investigation-now-homicide-investigation/,2019,2
Release:  Additional Sexual Assault Charge – Ukabam Investigation,https://reginapolice.ca/2019/03/additional-sexual-assault-charge-ukabam-investigation/,2019,3
Release:  Advisory: CEW Discharge,https://reginapolice.ca/2019/03/advisory-cew-discharge-25/,2019,3
Release:  Assault with a Weapon,https://reginapolice.ca/2019/03/assault-with-a-weapon-18/,2019,3
Release:  Attempt Murder Charges,https://reginapolice.ca/2019/03/attempt-murder-charges-2/,2019,3
Release:  Available now: Criminal Record Checks ONLINE!,https://reginapolice.ca/2019/03/available-now-criminal-record-checks-online/,2019,3
Release:  Charges in Drugs and Weapons Investigation,https://reginapolice.ca/2019/03/charges-in-drugs-and-weapons-investigation-2/,2019,3
Release:  Charges in Drugs and Weapons Investigation,https://reginapolice.ca/2019/03/charges-in-drugs-and-weapons-investigation/,2019,3
Release:  Charges in Search Warrant,https://reginapolice.ca/2019/03/charges-in-search-warrant/,2019,3
Release:  Charges in Weapons Investigation,https://reginapolice.ca/2019/03/charges-in-weapons-investigation/,2019,3
Release:  Credit Card Theft Targets Elderly Citizens,https://reginapolice.ca/2019/03/credit-card-theft-targets-elderly-citizens/,2019,3
Release:  Drug Unit Enforcement Action – Four Charged,https://reginapolice.ca/2019/03/drug-unit-enforcement-action-four-charged/,2019,3
Release:  Firearms Charges,https://reginapolice.ca/2019/03/firearms-charges-3/,2019,3
Release:  Male Charged – Attempt Murder and Possession of Weapon for a Dangerous Purpose,https://reginapolice.ca/2019/03/male-charged-attempt-murder-and-possession-of-weapon-for-a-dangerous-purpose/,2019,3
Release:  Missing Person Located Deceased,https://reginapolice.ca/2019/03/missing-person-located-deceased-2/,2019,3
Release:  Planning for Convoy Protest and Rally,https://reginapolice.ca/2019/03/planning-for-convoy-protest-and-rally/,2019,3
Release:  Police Investigate Apparent Shooting – Non-Fatal,https://reginapolice.ca/2019/03/police-investigate-apparent-shooting-non-fatal/,2019,3
Release:  Regina Police Release RCMP Review,https://reginapolice.ca/2019/03/regina-police-release-rcmp-review/,2019,3
Release:  Request Assistance: Assault,https://reginapolice.ca/2019/03/request-assistance-assault-3/,2019,3
Release:  Request Assistance: Robbery,https://reginapolice.ca/2019/03/request-assistance-robbery-20/,2019,3
Release:  Robbery Charge,https://reginapolice.ca/2019/03/robbery-charge/,2019,3
Release:  SACP Gun Amnesty,https://reginapolice.ca/2019/03/sacp-gun-amnesty/,2019,3
Release:  Shooting Incident,https://reginapolice.ca/2019/03/shooting-incident-4/,2019,3
Release:  Spring Crime Prevention,https://reginapolice.ca/2019/03/spring-crime-prevention-2/,2019,3
Release:  Stolen Items Sold; Male Charged with Fraud,https://reginapolice.ca/2019/03/stolen-items-sold-male-charged-with-fraud/,2019,3
Release:  Stolen Vehicle,https://reginapolice.ca/2019/03/stolen-vehicle-3/,2019,3
Release:  Stolen Vehicle Roll-over,https://reginapolice.ca/2019/03/stolen-vehicle-roll-over/,2019,3
Release:  Trafficking Stolen Goods,https://reginapolice.ca/2019/03/trafficking-stolen-goods/,2019,3
Release:  Weapons Charges at Local High School Event,https://reginapolice.ca/2019/03/weapons-charges-at-local-high-school-event/,2019,3
"Release:  Youth Charged With Extortion, Threats",https://reginapolice.ca/2019/03/youth-charged-with-extortion-threats/,2019,3
Release:  1600 Block Montreal Street,https://reginapolice.ca/2019/04/1600-block-montreal-street/,2019,4
Release:  2nd UPDATE: Clarification to Times & Number of Vehicles -Convoy Protesting Carbon Tax,https://reginapolice.ca/2019/04/2nd-update-clarification-to-times-number-of-vehicles-convoy-protesting-carbon-tax/,2019,4
Release:  2nd UPDATE: Male Charged in Homicide Case,https://reginapolice.ca/2019/04/2nd-update-male-charged-in-homicide-case/,2019,4
Release:  2nd UPDATE: Shooting Incident – Fines Drive,https://reginapolice.ca/2019/04/2nd-update-shooting-incident-fines-drive/,2019,4
Release:  3rd UPDATE: Fines Drive Shooting – Second Male Charged,https://reginapolice.ca/2019/04/3rd-update-fines-drive-shooting-second-male-charged/,2019,4
Release:  3rd UPDATE: Questions We’ve Received,https://reginapolice.ca/2019/04/3rd-update-questions-weve-received/,2019,4
Release:  Advisory: CEW Discharge,https://reginapolice.ca/2019/04/advisory-cew-discharge-26/,2019,4
Release:  Advisory: CEW Discharge,https://reginapolice.ca/2019/04/advisory-cew-discharge-27/,2019,4
Release:  Aggravated Assault,https://reginapolice.ca/2019/04/aggravated-assault-5/,2019,4
Release:  Attempt Murder Investigation,https://reginapolice.ca/2019/04/attempt-murder-investigation/,2019,4
Release:  Case Concluded With Online Evidence,https://reginapolice.ca/2019/04/case-concluded-with-online-evidence/,2019,4
Release:  CDSA Warrant Executed; Drugs and Firearm Seized,https://reginapolice.ca/2019/04/cdsa-warrant-executed-drugs-and-firearm-seized/,2019,4
Release:  Convoy Plan Yields Success and Safety,https://reginapolice.ca/2019/04/convoy-plan-yields-success-and-safety/,2019,4
Release:  Drug Enforcement – April 18th,https://reginapolice.ca/2019/04/drug-enforcement-april-18th/,2019,4
Release:  Drug Investigation,https://reginapolice.ca/2019/04/drug-investigation/,2019,4
Release:  Female Faces Attempted Murder & Other Charges,https://reginapolice.ca/2019/04/female-faces-attempted-murder-other-charges/,2019,4
Release:  High Risk Search Warrant Execution,https://reginapolice.ca/2019/04/high-risk-search-warrant-execution/,2019,4
Release:  Male Charged – Attempt Murder,https://reginapolice.ca/2019/04/male-charged-attempt-murder/,2019,4
Release:  Male Charged After Vehicle/Motorcycle Collision,https://reginapolice.ca/2019/04/male-charged-after-vehicle-motorcycle-collision/,2019,4
Release:  Male Charged in Break and Enter,https://reginapolice.ca/2019/04/male-charged-in-break-and-enter-2/,2019,4
Release:  Male Charged: Aggravated Assault and Forcible Confinement,https://reginapolice.ca/2019/04/male-charged-aggravated-assault-and-forcible-confinement/,2019,4
Release:  Male Facing Nineteen Charges,https://reginapolice.ca/2019/04/male-facing-nineteen-charges/,2019,4
Release:  Motor Vehicle / Pedestrian Collision,https://reginapolice.ca/2019/04/motor-vehicle-pedestrian-collision/,2019,4
Release:  Police Member Charged With Assault,https://reginapolice.ca/2019/04/police-member-charged-with-assault-3/,2019,4
Release:  Police Operations – Emergency Services Utilized,https://reginapolice.ca/2019/04/police-operations-emergency-services-utilized/,2019,4
Release:  Regina Police Use Emergency Services Teams in Investigation,https://reginapolice.ca/2019/04/regina-police-use-emergency-services-teams-in-investigation/,2019,4
Release:  Request Assistance: Attempted Robbery,https://reginapolice.ca/2019/04/request-assistance-attempted-robbery-2/,2019,4
Release:  Request Assistance: Attempted Robbery,https://reginapolice.ca/2019/04/request-assistance-attempted-robbery/,2019,4
Release:  Request Assistance: Robbery,https://reginapolice.ca/2019/04/request-assistance-robbery-21/,2019,4
Release:  Request Assistance: Robbery,https://reginapolice.ca/2019/04/request-assistance-robbery-22/,2019,4
Release:  Request Assistance: Robbery,https://reginapolice.ca/2019/04/request-assistance-robbery-23/,2019,4
Release:  Request Assistance: Taxi Robbery,https://reginapolice.ca/2019/04/request-assistance-taxi-robbery/,2019,4
Release:  Request Information – Possible Attempted Abduction,https://reginapolice.ca/2019/04/request-information-possible-attempted-abduction/,2019,4
Release:  Request Information – Street Robbery,https://reginapolice.ca/2019/04/request-information-street-robbery/,2019,4
Release:  Robbery Investigation,https://reginapolice.ca/2019/04/robbery-investigation-25/,2019,4
Release:  SACP Gun Amnesty – Interim Results,https://reginapolice.ca/2019/04/sacp-gun-amnesty-interim-results/,2019,4
Release:  Shooting Investigation Ongoing,https://reginapolice.ca/2019/04/shooting-investigation-ongoing/,2019,4
Release:  SWAT Call Concluded,https://reginapolice.ca/2019/04/swat-call-concluded/,2019,4
Release:  Traffic Collision,https://reginapolice.ca/2019/04/traffic-collision/,2019,4
Release:  Traffic Stop Leads to Weapon Charges,https://reginapolice.ca/2019/04/traffic-stop-leads-to-weapon-charges/,2019,4
Release:  Two Charged in Relation to a Report of a Weapons Offence,https://reginapolice.ca/2019/04/two-charged-in-relation-to-a-report-of-a-weapons-offence/,2019,4
Release:  UPDATE: Attempted Murder – Male Charged,https://reginapolice.ca/2019/04/update-attempted-murder-male-charged/,2019,4
Release:  UPDATE: Attempted Murder Investigation Now Homicide Investigation,https://reginapolice.ca/2019/04/update-attempted-murder-investigation-now-homicide-investigation/,2019,4
Release:  UPDATE: CEW Discharge on April 4th,https://reginapolice.ca/2019/04/update-cew-discharge-on-april-4th/,2019,4
Release:  Update: Motor Vehicle Collision: Victim Deceased,https://reginapolice.ca/2019/04/update-motor-vehicle-collision-victim-deceased/,2019,4
Release:  UPDATE: Route Map for Convoy Protesting Carbon Tax,https://reginapolice.ca/2019/04/update-route-map-for-convoy-protesting-carbon-tax/,2019,4
Release:  Update: SWAT Call Concluded; Firearms Seized,https://reginapolice.ca/2019/04/update-swat-call-concluded-firearms-seized/,2019,4
Release:  2nd Update – 600 Block Montague Street,https://reginapolice.ca/2019/05/2nd-update-600-block-montague-street/,2019,5
Release:  Advisory: CEW Discharge,https://reginapolice.ca/2019/05/advisory-cew-discharge-28/,2019,5
Release:  Arson Investigations,https://reginapolice.ca/2019/05/arson-investigations/,2019,5
Release:  Assault with a Weapon,https://reginapolice.ca/2019/05/assault-with-a-weapon-19/,2019,5
Release:  Charges: Drug Trafficking Investigations,https://reginapolice.ca/2019/05/charges-drug-trafficking-investigations/,2019,5
Release:  Collision Investigation Continuing,https://reginapolice.ca/2019/05/collision-investigation-continuing-2/,2019,5
Release:  Death Investigation Underway – Officer-Involved,https://reginapolice.ca/2019/05/death-investigation-underway-officer-involved/,2019,5
Release:  Death Investigation: Homicide,https://reginapolice.ca/2019/05/death-investigation-homicide/,2019,5
